idade,rendimento,anos_emprego,montante_emprestimo,taxa_juro,percentagem_rendimento,historico_credito,habitacao,finalidade_emprestimo,classe_emprestimo,historico_incumprimento,estado_emprestimo
52.0,60611.07,1.3,22511.4,25.86,0.371,4.3,,negocio,C,nao,1
21.0,13768.38,20.3,98612.37,13.19,7.162,12.6,hipoteca,habitacao,A,nao,0
45.0,145664.65,,100108.55,13.86,0.687,14.6,arrendada,saude,C,nao,0
54.0,95604.87,24.2,275854.17,30.23,2.885,14.9,arrendada,educacao,B,nao,1
39.0,98353.38,6.8,98941.32,27.03,1.006,13.3,hipoteca,negocio,C,nao,1
62.0,58877.61,,134163.26,25.94,2.279,8.3,,educacao,B,nao,1
59.0,79540.85,27.6,137959.38,18.85,1.734,17.9,propria,habitacao,B,nao,0
50.0,88704.35,20.5,286577.82,18.0,3.231,1.9,propria,pessoal,C,nao,1
24.0,98159.84,29.0,248510.94,24.94,2.532,9.5,propria,educacao,A,nao,1
21.0,122811.97,15.6,155385.53,26.89,1.265,16.0,hipoteca,educacao,D,sim,1
53.0,67077.47,3.9,297705.78,17.16,4.438,14.3,arrendada,pessoal,B,sim,1
34.0,70990.5,5.5,199368.27,29.04,2.808,12.7,propria,educacao,A,nao,1
67.0,50094.01,14.5,258220.87,29.3,5.155,16.6,propria,pessoal,B,sim,1
45.0,33927.24,21.6,264082.1,22.24,7.784,14.2,hipoteca,habitacao,B,nao,1
30.0,96777.35,29.3,134797.93,13.65,1.393,2.5,propria,pessoal,B,nao,0
22.0,54095.69,13.5,201025.48,11.08,3.716,19.1,propria,negocio,A,nao,0
66.0,28721.88,3.7,32579.12,18.73,1.134,5.1,hipoteca,pessoal,D,nao,0
48.0,76740.69,6.4,45136.74,21.74,0.588,16.2,arrendada,saude,C,nao,1
26.0,86848.92,12.1,251841.75,25.8,2.9,12.3,arrendada,pessoal,A,nao,1
50.0,61350.41,25.2,197991.12,23.94,3.227,6.4,propria,negocio,A,nao,1
27.0,62893.01,4.0,18509.15,20.51,0.294,2.1,arrendada,pessoal,B,nao,0
58.0,66648.65,19.1,273427.12,,4.103,16.9,arrendada,saude,C,sim,1
53.0,93549.64,2.2,108662.41,13.51,1.162,6.8,hipoteca,habitacao,D,sim,1
59.0,99925.13,13.0,220804.66,25.93,2.21,9.0,hipoteca,educacao,A,nao,1
39.0,103243.35,12.7,163571.93,25.67,1.584,15.0,outra,saude,B,nao,0
42.0,58286.26,22.4,214527.85,27.72,3.681,17.4,propria,saude,C,sim,1
45.0,57351.69,14.5,212109.65,15.52,3.698,18.0,hipoteca,saude,B,sim,1
41.0,48179.07,22.9,214062.66,15.27,4.443,8.1,propria,negocio,A,nao,0
68.0,81490.1,26.2,283761.5,30.54,3.482,10.0,propria,educacao,A,nao,1
36.0,73569.75,15.6,163956.41,27.27,2.229,18.3,outra,negocio,B,nao,1
47.0,83611.96,12.2,21945.77,26.0,0.262,11.7,hipoteca,saude,A,nao,0
43.0,85369.29,28.4,160346.97,5.94,1.878,18.1,hipoteca,educacao,D,nao,0
34.0,48006.33,4.4,265298.35,15.82,5.526,16.9,propria,pessoal,C,nao,1
65.0,68179.78,20.4,237786.59,22.55,3.488,12.4,hipoteca,habitacao,B,nao,1
69.0,38662.02,3.9,177389.47,6.92,4.588,8.6,outra,habitacao,C,nao,1
41.0,75852.61,11.2,73476.98,16.88,0.969,2.6,outra,pessoal,B,nao,0
43.0,79070.81,7.1,150692.97,29.92,1.906,15.9,propria,habitacao,A,nao,0
56.0,71944.72,5.9,298908.12,27.44,4.155,18.4,outra,educacao,B,sim,1
49.0,78176.0,4.9,115506.46,6.1,1.478,8.5,propria,saude,D,nao,0
33.0,94087.24,15.6,243174.61,11.78,2.585,14.7,propria,negocio,A,nao,0
47.0,105105.85,3.4,186025.23,24.91,1.77,11.8,hipoteca,negocio,C,nao,1
64.0,61574.3,21.5,103330.43,17.3,1.678,20.0,hipoteca,pessoal,D,nao,0
62.0,68626.61,18.6,52610.78,13.13,0.767,19.8,arrendada,negocio,A,nao,0
39.0,57548.66,11.2,144532.02,31.71,2.511,6.2,hipoteca,saude,D,nao,1
37.0,93124.49,29.9,90346.28,18.51,0.97,12.5,outra,negocio,A,nao,0
32.0,108300.48,11.7,282747.48,29.02,2.611,5.9,hipoteca,pessoal,A,nao,1
30.0,61221.12,17.6,47383.54,25.01,0.774,12.2,hipoteca,habitacao,B,nao,0
31.0,100585.36,11.4,81339.6,,0.809,6.0,arrendada,habitacao,C,nao,0
62.0,81290.44,27.8,226095.64,20.48,2.781,16.0,outra,saude,A,nao,1
69.0,103693.33,13.1,109395.33,8.91,1.055,10.1,hipoteca,habitacao,C,nao,0
46.0,86818.41,2.0,270485.54,27.71,3.116,14.2,arrendada,saude,C,nao,1
35.0,76697.98,,188194.09,9.84,2.454,14.7,outra,saude,C,nao,1
51.0,86024.45,16.1,8996.37,21.7,0.105,18.0,propria,negocio,A,nao,0
46.0,64980.16,23.6,54655.99,26.63,0.841,16.7,arrendada,pessoal,C,nao,1
68.0,74841.56,11.8,221856.28,24.82,2.964,17.5,outra,negocio,C,nao,1
61.0,87711.39,23.3,219604.3,27.53,2.504,10.0,propria,educacao,B,nao,1
24.0,70034.4,23.2,101582.53,,1.45,7.2,outra,negocio,A,nao,0
36.0,80706.74,12.6,116687.66,,1.446,13.8,hipoteca,pessoal,C,nao,1
37.0,104176.12,21.2,54442.94,20.0,0.523,9.2,arrendada,pessoal,B,nao,0
41.0,40560.07,3.4,262934.48,14.09,6.483,13.5,arrendada,saude,B,nao,0
64.0,79387.58,20.9,211967.26,22.07,2.67,19.2,hipoteca,habitacao,C,nao,1
50.0,129534.06,,271758.3,30.75,2.098,9.4,outra,habitacao,B,nao,1
40.0,90738.33,28.5,55591.04,25.11,0.613,16.5,outra,negocio,C,nao,1
29.0,61856.38,17.8,205103.81,30.73,3.316,14.8,,pessoal,A,nao,1
63.0,84574.59,7.6,294120.33,13.56,3.478,16.2,arrendada,pessoal,B,nao,0
29.0,71457.96,26.6,198582.1,8.67,2.779,19.5,hipoteca,saude,C,nao,1
66.0,100091.91,19.9,115865.29,20.49,1.158,9.4,hipoteca,educacao,C,nao,1
47.0,64286.31,7.4,228455.08,21.0,3.554,2.7,outra,saude,B,nao,1
25.0,99103.89,22.6,45086.66,5.78,0.455,14.5,arrendada,saude,A,nao,0
39.0,65649.33,15.0,267798.55,20.41,4.079,5.2,outra,habitacao,A,sim,1
56.0,79183.34,12.6,283221.01,25.28,3.577,19.3,hipoteca,habitacao,B,nao,1
65.0,110851.89,,155315.42,7.18,1.401,18.7,outra,educacao,B,nao,0
64.0,84534.3,19.1,25062.06,15.83,0.296,6.0,outra,educacao,A,nao,0
49.0,101655.2,24.5,279870.31,22.84,2.753,12.3,outra,negocio,A,nao,1
31.0,49882.47,8.7,223923.04,27.24,4.489,2.2,arrendada,saude,D,sim,1
61.0,96224.45,24.5,27233.73,,0.283,6.3,propria,pessoal,A,nao,0
21.0,105939.42,21.2,236959.89,12.53,2.237,9.5,propria,habitacao,A,nao,0
68.0,83913.59,,235584.96,24.94,2.807,3.3,arrendada,saude,D,nao,1
68.0,124531.76,25.6,197366.82,,1.585,10.8,hipoteca,educacao,C,nao,0
68.0,66907.14,20.6,169016.34,6.24,2.526,14.0,hipoteca,negocio,B,nao,0
32.0,85117.19,8.6,7644.16,25.46,0.09,6.6,propria,negocio,A,nao,0
41.0,66533.46,18.8,206630.49,12.96,3.106,15.2,hipoteca,negocio,B,nao,0
46.0,84385.73,6.6,211741.84,17.28,2.509,18.5,propria,pessoal,B,sim,1
32.0,63656.66,25.3,29097.13,,0.457,8.0,arrendada,habitacao,C,nao,1
25.0,32633.77,8.3,137256.43,30.76,4.206,3.6,propria,educacao,B,nao,1
24.0,34322.16,15.8,23995.64,6.5,0.699,4.6,propria,negocio,D,nao,0
43.0,50190.65,5.2,292324.84,14.16,5.824,18.5,propria,pessoal,B,nao,0
50.0,104852.5,13.8,178995.11,31.72,1.707,4.5,outra,educacao,A,nao,0
47.0,62204.12,6.2,149380.03,14.4,2.401,10.4,arrendada,saude,A,nao,0
65.0,89363.79,20.4,122826.61,29.03,1.374,10.9,propria,educacao,C,nao,1
57.0,113523.35,30.0,248943.85,23.63,2.193,13.0,hipoteca,negocio,D,nao,1
34.0,94179.65,3.9,131385.54,26.29,1.395,4.3,outra,saude,B,sim,1
31.0,47361.04,15.4,14965.46,5.14,0.316,2.7,propria,saude,B,nao,0
61.0,104305.48,21.2,113535.19,23.66,1.088,4.2,arrendada,pessoal,A,nao,0
64.0,68538.57,28.9,277466.23,16.79,4.048,3.2,arrendada,saude,C,nao,1
24.0,54047.13,,252463.36,,4.671,17.2,hipoteca,habitacao,C,nao,1
24.0,89543.06,22.0,99736.57,19.2,1.114,5.6,hipoteca,habitacao,A,sim,0
34.0,89184.45,4.9,165911.61,28.68,1.86,11.5,arrendada,habitacao,C,nao,1
59.0,59509.37,19.0,60067.23,20.0,1.009,5.1,propria,saude,B,nao,0
21.0,68763.8,27.9,284126.36,21.44,4.132,5.9,outra,negocio,A,nao,1
37.0,39973.72,15.7,236352.37,5.41,5.913,15.4,arrendada,pessoal,C,nao,1
42.0,12131.59,20.8,256461.52,27.44,21.14,11.6,hipoteca,educacao,A,nao,1
42.0,104030.68,7.9,275688.34,13.24,2.65,5.5,hipoteca,pessoal,B,nao,0
25.0,105681.58,21.7,188840.28,25.04,1.787,4.9,propria,habitacao,B,nao,0
56.0,49763.27,9.7,276853.94,30.34,5.563,13.6,arrendada,negocio,B,nao,1
66.0,88404.92,9.9,25099.57,14.13,0.284,7.2,outra,pessoal,C,nao,0
43.0,66850.13,,77374.17,16.05,1.157,3.6,outra,pessoal,B,nao,0
39.0,59910.28,24.3,295219.02,14.34,4.928,7.6,propria,saude,A,nao,0
69.0,67849.64,20.9,51108.98,16.19,0.753,8.9,hipoteca,negocio,D,nao,0
42.0,604.95,17.7,167028.86,14.73,276.104,14.6,propria,habitacao,B,nao,0
66.0,65359.78,5.5,42419.13,24.85,0.649,1.9,arrendada,educacao,C,nao,1
33.0,54062.14,3.0,114076.88,25.96,2.11,19.7,propria,negocio,A,nao,1
36.0,105276.57,8.0,150949.25,15.41,1.434,3.9,propria,saude,D,nao,0
46.0,5267.5,5.0,273135.89,27.04,51.853,13.2,propria,habitacao,C,nao,1
35.0,114452.6,19.3,235926.82,20.23,2.061,6.7,propria,educacao,D,sim,1
60.0,49021.88,,182286.43,24.47,3.718,13.2,propria,habitacao,C,nao,1
26.0,74376.06,12.3,204780.43,22.87,2.753,15.0,arrendada,habitacao,A,nao,1
42.0,67560.72,9.4,98709.1,27.41,1.461,8.5,hipoteca,negocio,C,nao,1
31.0,112317.26,28.6,268054.42,22.17,2.387,14.5,outra,pessoal,D,nao,1
43.0,80090.91,24.3,297189.04,21.46,3.711,12.5,outra,educacao,A,nao,1
29.0,66055.03,10.8,297574.1,,4.505,16.0,outra,negocio,A,nao,0
57.0,41180.57,3.9,843458.65,20.67,4.096,6.2,arrendada,negocio,B,nao,1
23.0,112728.46,27.7,220622.79,6.18,1.957,1.4,propria,educacao,B,nao,0
44.0,65906.61,11.0,41795.21,20.85,0.634,17.4,outra,educacao,A,nao,0
27.0,120924.06,20.3,93554.89,8.19,0.774,12.9,hipoteca,habitacao,B,nao,0
63.0,49211.1,26.3,102348.96,8.1,2.08,10.8,arrendada,saude,A,sim,1
61.0,81319.81,28.8,116323.5,6.65,1.43,1.8,arrendada,educacao,B,nao,0
60.0,61090.04,12.5,180690.54,31.94,2.958,10.1,hipoteca,pessoal,C,nao,1
47.0,61290.39,20.2,74107.32,14.77,1.209,13.2,arrendada,negocio,C,nao,0
61.0,70510.04,29.6,286021.52,30.13,4.056,17.7,propria,habitacao,B,nao,1
40.0,71765.07,26.9,85420.83,20.62,1.19,4.2,hipoteca,pessoal,A,nao,0
37.0,114765.56,0.6,57528.73,,0.501,14.8,propria,habitacao,B,nao,0
62.0,113156.25,14.3,290270.94,,2.565,1.1,hipoteca,habitacao,D,sim,1
27.0,105781.1,21.9,23166.56,21.11,0.219,14.2,outra,educacao,B,nao,0
41.0,73214.61,27.3,201465.66,13.78,2.752,8.1,hipoteca,saude,D,nao,1
37.0,72150.79,1.5,135485.25,25.05,1.878,2.7,arrendada,pessoal,B,nao,0
67.0,108967.65,3.4,66629.34,27.32,0.611,15.3,propria,educacao,C,nao,1
56.0,105703.2,28.3,47923.82,26.79,0.453,7.7,hipoteca,pessoal,D,nao,1
55.0,66613.67,20.7,280488.12,30.94,4.211,1.1,arrendada,educacao,A,nao,1
45.0,110882.27,9.9,251078.55,26.62,2.264,15.1,hipoteca,saude,B,nao,1
27.0,91078.06,5.7,286196.91,26.3,3.142,17.1,outra,educacao,B,nao,1
40.0,56674.55,20.7,107288.4,31.09,1.893,2.1,hipoteca,negocio,B,sim,1
28.0,56186.34,4.5,121311.75,16.46,2.159,6.6,outra,educacao,D,nao,1
55.0,72478.56,8.0,227151.08,21.79,3.134,18.1,outra,saude,A,nao,1
29.0,90216.25,25.6,46523.65,29.36,0.516,8.2,propria,negocio,C,nao,1
68.0,112995.83,22.2,105278.52,7.81,0.932,4.8,outra,negocio,B,nao,0
24.0,67127.08,21.9,6980.88,11.47,0.104,2.5,arrendada,negocio,C,nao,0
32.0,37000.83,9.2,194199.04,27.99,5.249,12.8,outra,pessoal,B,nao,1
45.0,106092.96,14.7,85818.2,7.03,0.809,2.3,arrendada,educacao,C,sim,1
49.0,93018.15,6.1,118046.68,14.57,1.269,2.6,arrendada,pessoal,D,sim,1
59.0,105267.57,17.0,268222.17,19.43,2.548,10.1,arrendada,saude,C,nao,1
35.0,57851.53,29.1,224774.41,30.43,3.885,3.8,propria,pessoal,B,nao,1
41.0,87629.6,26.1,222364.36,7.72,2.538,10.2,hipoteca,negocio,B,nao,0
69.0,36340.11,9.2,59699.56,17.09,1.643,7.2,arrendada,saude,B,nao,0
48.0,95319.6,20.2,176872.71,24.01,1.856,12.0,arrendada,pessoal,A,nao,0
48.0,44749.85,18.8,78879.08,10.24,1.763,11.3,propria,habitacao,A,nao,0
42.0,118401.07,16.1,223849.65,22.32,1.891,19.6,propria,saude,D,nao,1
66.0,128771.92,20.0,240354.31,11.21,1.867,19.1,arrendada,habitacao,D,nao,0
60.0,25383.44,9.9,50264.65,27.76,1.98,11.2,propria,habitacao,C,nao,1
39.0,38775.01,13.4,251438.08,9.58,6.485,4.7,arrendada,negocio,A,nao,0
42.0,19507.13,27.9,124616.65,7.45,6.388,2.5,hipoteca,negocio,B,nao,0
53.0,66765.34,5.9,294712.57,21.61,4.414,5.2,arrendada,negocio,C,sim,1
55.0,39528.99,19.3,158663.83,,4.014,12.2,outra,pessoal,B,nao,0
63.0,67061.97,25.2,24716.02,27.9,0.369,13.3,outra,habitacao,A,nao,0
55.0,84106.47,10.8,84192.69,19.49,1.001,18.4,propria,negocio,A,sim,0
61.0,70498.04,13.8,208255.09,14.24,2.954,11.5,arrendada,habitacao,B,nao,0
31.0,80776.03,20.5,162120.53,24.42,2.007,12.4,arrendada,educacao,C,nao,1
25.0,80766.42,14.4,287221.3,16.71,3.556,9.2,arrendada,pessoal,B,nao,0
40.0,113022.43,21.2,58322.48,10.19,0.516,7.5,propria,negocio,B,nao,0
54.0,83966.03,19.6,244512.13,17.03,2.912,19.9,hipoteca,saude,C,nao,1
45.0,61569.22,15.1,229555.53,23.09,3.728,11.0,hipoteca,habitacao,A,nao,1
61.0,54867.8,16.9,162987.16,6.46,2.971,9.1,outra,pessoal,B,nao,0
21.0,51589.63,11.6,61055.45,7.84,1.183,12.4,arrendada,pessoal,D,nao,0
45.0,65339.72,19.0,60465.82,8.47,0.925,13.7,propria,habitacao,D,nao,0
54.0,80864.93,10.1,164685.66,23.99,2.037,1.3,hipoteca,saude,D,nao,1
22.0,58381.48,11.7,272946.13,30.16,4.675,14.3,arrendada,habitacao,A,nao,1
37.0,54193.19,3.7,106527.38,22.12,1.966,7.8,hipoteca,negocio,D,nao,1
60.0,67440.22,20.9,137968.33,11.0,2.046,6.0,arrendada,habitacao,B,sim,1
58.0,93631.46,7.0,263758.04,26.08,2.817,18.0,propria,negocio,C,nao,1
25.0,68297.28,25.6,238525.86,30.64,3.492,15.8,outra,negocio,A,nao,1
64.0,70636.3,27.6,131598.57,19.38,1.863,9.5,arrendada,pessoal,B,nao,0
34.0,24179.51,20.6,9640.12,19.02,0.399,9.6,arrendada,pessoal,A,nao,0
34.0,78011.95,6.9,242375.6,26.71,3.107,2.1,outra,habitacao,A,nao,1
28.0,37505.23,16.5,178774.6,22.09,4.767,11.9,hipoteca,negocio,A,nao,1
52.0,50863.89,0.5,66849.44,7.88,1.314,15.5,outra,pessoal,C,nao,0
40.0,92599.96,20.4,252560.99,,2.727,1.1,hipoteca,educacao,C,nao,1
25.0,60476.44,7.8,18864.79,30.94,0.312,14.5,propria,pessoal,B,nao,0
43.0,34757.52,20.9,256178.34,29.57,7.37,17.8,outra,habitacao,B,sim,1
35.0,92275.71,5.3,253413.29,20.06,2.746,6.7,outra,negocio,A,nao,1
63.0,88917.97,5.1,22645.23,13.77,0.255,11.4,propria,negocio,B,nao,0
38.0,55946.93,13.3,92387.22,18.74,1.651,7.0,arrendada,habitacao,D,nao,0
29.0,71592.61,11.4,256119.9,,3.577,17.8,propria,habitacao,C,nao,1
60.0,91604.71,0.9,256508.7,17.52,2.8,12.1,arrendada,educacao,D,nao,1
60.0,91737.54,28.6,142554.25,11.48,1.554,9.1,propria,educacao,D,nao,0
67.0,58157.78,21.9,232719.67,,4.002,2.5,hipoteca,negocio,B,nao,0
42.0,-4619.56,11.7,206002.14,22.85,206002.14,9.3,propria,habitacao,C,nao,1
45.0,60055.08,14.5,124815.11,8.47,2.078,13.3,hipoteca,pessoal,C,nao,1
41.0,73018.42,,95063.79,15.71,1.302,13.3,outra,pessoal,C,nao,0
29.0,22288.99,,266429.34,8.9,11.953,5.4,arrendada,educacao,A,nao,0
56.0,34458.1,1.3,122574.1,8.9,3.557,4.2,outra,saude,A,nao,0
29.0,51525.93,14.4,125638.0,12.77,2.438,17.7,outra,educacao,B,nao,0
67.0,60003.1,15.2,235496.93,10.68,3.925,10.6,propria,educacao,D,nao,1
54.0,95996.23,0.7,125970.88,6.19,1.312,16.7,arrendada,saude,A,nao,0
22.0,86181.82,22.3,91439.17,11.36,1.061,17.8,hipoteca,saude,B,sim,0
38.0,114327.36,15.9,96447.44,22.24,0.844,15.5,outra,pessoal,A,nao,0
33.0,56398.84,26.1,170097.19,24.89,3.016,13.0,arrendada,saude,C,nao,1
30.0,106568.66,7.3,34932.5,25.98,0.328,10.3,propria,pessoal,B,nao,0
61.0,77983.86,1.9,63737.82,9.71,0.817,16.1,hipoteca,negocio,D,sim,1
30.0,53494.12,27.9,158378.16,15.04,2.961,9.8,outra,educacao,C,sim,1
52.0,161571.35,1.9,288527.99,18.7,1.786,4.8,outra,saude,B,nao,0
62.0,41927.51,14.4,209719.28,26.97,5.002,2.8,outra,pessoal,D,nao,1
54.0,84958.12,21.5,262247.64,27.55,3.087,16.4,outra,educacao,C,nao,1
26.0,79429.43,23.8,200266.86,16.5,2.521,6.3,hipoteca,habitacao,D,nao,1
60.0,70081.25,20.4,9432.69,8.25,0.135,16.4,hipoteca,habitacao,B,nao,0
49.0,55385.42,12.8,271266.06,5.09,4.898,1.9,propria,pessoal,C,sim,1
69.0,98699.26,28.0,1106635.3,20.67,2.242,9.1,hipoteca,pessoal,C,sim,1
25.0,89591.65,19.4,165924.04,29.28,1.852,3.9,hipoteca,habitacao,C,nao,1
65.0,54444.39,14.7,199435.85,16.2,3.663,9.0,,negocio,B,nao,0
67.0,55768.93,14.0,275574.72,20.67,4.941,13.9,propria,negocio,B,nao,1
60.0,42441.33,15.2,76916.66,16.96,1.812,2.3,hipoteca,pessoal,B,nao,0
36.0,63826.01,6.2,44905.11,5.88,0.704,9.7,propria,habitacao,C,nao,0
46.0,95807.81,23.8,218892.08,20.89,2.285,5.8,hipoteca,pessoal,D,nao,1
50.0,64727.63,11.4,81125.79,27.63,1.253,5.8,arrendada,saude,A,nao,0
36.0,90832.06,12.0,44952.51,,0.495,15.1,outra,pessoal,C,nao,1
36.0,83479.68,9.8,283971.77,13.93,3.402,8.1,,negocio,A,sim,1
43.0,72323.26,4.9,208303.45,23.71,2.88,18.0,propria,saude,B,nao,1
29.0,87303.98,5.9,156657.95,15.64,1.794,4.6,propria,saude,C,nao,0
22.0,99638.77,23.5,126282.47,7.6,1.267,10.9,propria,pessoal,C,nao,0
26.0,39264.26,11.2,173816.96,15.5,4.427,10.7,outra,pessoal,A,nao,0
69.0,71299.99,8.8,74815.8,30.62,1.049,8.9,outra,negocio,C,sim,1
69.0,58588.65,17.0,267261.18,12.87,4.562,14.7,arrendada,saude,A,nao,0
44.0,104129.85,6.3,188217.78,5.21,1.808,14.0,propria,pessoal,D,nao,0
34.0,69038.65,23.0,18078.08,19.36,0.262,12.4,hipoteca,saude,C,nao,0
44.0,37488.39,2.5,122715.65,23.35,3.273,2.2,arrendada,educacao,C,nao,1
66.0,78278.38,12.0,276873.47,21.09,3.537,12.3,propria,pessoal,B,nao,1
38.0,75729.89,9.7,170650.82,10.68,2.253,13.0,hipoteca,negocio,B,nao,0
62.0,75015.75,8.8,58578.53,27.31,0.781,16.9,arrendada,habitacao,C,nao,1
51.0,60990.9,21.7,233456.22,21.8,3.828,12.3,outra,negocio,C,nao,1
57.0,69755.52,14.8,69754.18,17.61,1.0,1.0,hipoteca,educacao,D,nao,0
60.0,97265.86,8.6,154502.28,28.76,1.588,11.5,hipoteca,negocio,C,nao,1
46.0,74533.99,28.7,156520.54,8.72,2.1,3.6,arrendada,habitacao,B,nao,0
65.0,71429.4,1.3,42961.15,22.87,0.601,14.4,arrendada,negocio,B,nao,0
59.0,83368.2,16.3,105937.87,17.59,1.271,18.4,outra,educacao,A,nao,0
42.0,88853.99,17.0,143961.52,21.65,1.62,10.3,propria,saude,A,nao,0
41.0,76607.99,21.2,46885.69,19.42,0.612,7.0,outra,educacao,C,nao,0
36.0,101504.57,18.0,224690.26,31.36,2.214,14.0,propria,educacao,D,nao,1
56.0,123399.49,16.2,198077.16,21.62,1.605,12.9,,negocio,C,nao,1
42.0,52694.31,27.5,184608.31,12.67,3.503,13.5,hipoteca,pessoal,A,nao,0
28.0,80844.3,28.2,142234.9,28.96,1.759,12.6,propria,educacao,A,nao,0
21.0,128230.59,2.7,89889.9,7.32,0.701,1.2,arrendada,pessoal,A,nao,0
60.0,98185.18,7.3,246249.68,8.62,2.508,11.8,arrendada,educacao,D,nao,1
52.0,117098.69,11.9,189541.11,12.13,1.619,7.9,hipoteca,negocio,A,nao,0
35.0,48942.94,3.1,119980.21,31.22,2.451,8.9,hipoteca,negocio,B,sim,1
43.0,43955.82,27.7,20461.99,,0.466,3.2,arrendada,habitacao,B,nao,0
23.0,68784.85,23.2,39374.09,12.17,0.572,7.0,propria,pessoal,A,nao,0
48.0,114353.79,0.7,215851.03,7.45,1.888,19.6,arrendada,habitacao,A,nao,0
44.0,74742.09,17.9,83081.81,5.33,1.112,18.3,hipoteca,habitacao,B,nao,0
57.0,52959.64,19.3,149996.86,7.9,2.832,2.3,outra,saude,A,nao,0
58.0,83154.96,26.5,126602.33,11.33,1.522,11.9,arrendada,educacao,A,nao,0
57.0,82120.19,13.7,168659.05,31.16,2.054,8.0,hipoteca,pessoal,B,nao,1
66.0,46873.08,7.1,26258.01,15.23,0.56,9.1,outra,negocio,C,nao,0
47.0,97615.89,11.0,247499.99,,2.535,1.6,propria,negocio,D,nao,1
63.0,36420.18,11.1,194275.81,10.27,5.334,2.7,propria,saude,C,nao,1
35.0,86273.15,11.0,232283.01,6.26,2.692,14.3,propria,habitacao,C,nao,1
47.0,85243.64,19.6,47092.39,26.72,0.552,10.9,arrendada,educacao,B,nao,0
34.0,120528.99,18.7,161662.04,11.47,1.341,4.0,propria,negocio,C,nao,0
35.0,121025.43,17.3,71486.02,13.14,0.591,9.2,propria,pessoal,A,nao,0
56.0,35226.18,23.2,271682.34,29.17,7.713,12.1,hipoteca,saude,B,nao,1
64.0,109169.02,26.6,138634.25,19.84,1.27,9.9,arrendada,saude,D,sim,1
53.0,86923.99,17.2,152740.76,6.91,1.757,9.0,propria,habitacao,C,nao,0
23.0,17712.85,10.0,85394.94,8.77,4.821,6.9,arrendada,pessoal,B,sim,1
55.0,63126.97,22.0,275547.31,20.16,4.365,15.7,arrendada,saude,A,nao,1
34.0,95573.07,22.1,222103.51,28.55,2.324,11.3,propria,saude,A,nao,1
52.0,73813.86,26.4,121533.65,21.34,1.646,5.8,propria,pessoal,B,nao,0
32.0,36075.95,27.8,94338.72,15.42,2.615,12.0,hipoteca,negocio,C,nao,1
65.0,60159.97,6.6,264329.52,17.9,4.394,10.2,outra,pessoal,A,sim,1
23.0,78029.66,8.5,107559.66,26.82,1.378,10.3,propria,habitacao,A,nao,0
68.0,58825.32,8.0,95617.39,22.25,1.625,15.0,arrendada,habitacao,A,nao,0
53.0,112399.21,5.6,291209.92,24.69,2.591,16.8,hipoteca,educacao,C,sim,1
51.0,82709.25,26.1,280305.88,18.92,3.389,17.5,outra,saude,B,nao,0
24.0,26799.78,17.8,214922.07,24.96,8.02,15.9,arrendada,pessoal,A,sim,1
56.0,40118.64,9.5,156918.42,16.12,3.911,2.8,hipoteca,negocio,A,nao,0
53.0,12512.88,6.4,52941.4,9.84,4.231,6.5,arrendada,pessoal,B,nao,0
52.0,90240.04,13.0,118760.86,7.43,1.316,6.4,,educacao,A,nao,0
44.0,74605.76,7.8,216015.7,28.68,2.895,12.3,propria,habitacao,A,nao,1
62.0,67990.26,26.4,77574.55,,1.141,13.6,propria,pessoal,D,nao,0
32.0,79563.03,22.6,167030.54,,2.099,11.0,propria,habitacao,B,nao,0
29.0,38233.34,19.6,99600.12,23.94,2.605,12.9,outra,negocio,C,nao,1
52.0,50846.15,13.6,99556.07,22.98,1.958,17.1,propria,saude,A,nao,0
37.0,74397.46,2.3,136107.83,31.62,1.829,3.1,propria,pessoal,B,nao,0
21.0,75447.29,26.5,229872.55,,3.047,12.1,hipoteca,saude,A,nao,0
48.0,47220.04,7.7,9114.97,5.77,0.193,17.1,hipoteca,habitacao,C,nao,0
51.0,90389.96,28.9,246368.94,25.29,2.726,6.5,arrendada,pessoal,D,nao,1
69.0,39846.6,15.8,285789.45,10.46,7.172,4.3,hipoteca,saude,C,nao,1
21.0,78488.35,9.3,15910.08,28.33,0.203,1.7,arrendada,habitacao,C,nao,1
51.0,90038.56,16.7,101178.47,19.27,1.124,6.1,outra,negocio,A,nao,0
22.0,81717.0,10.6,62084.19,8.94,0.76,8.6,propria,pessoal,A,nao,0
35.0,83013.11,21.9,237064.45,6.59,2.856,14.6,hipoteca,negocio,D,nao,1
46.0,67332.64,13.9,149010.37,31.69,2.213,9.3,propria,educacao,A,nao,1
39.0,68762.59,18.4,78292.91,,1.139,17.8,outra,educacao,C,nao,0
47.0,75647.58,3.1,240507.95,20.27,3.179,13.9,hipoteca,habitacao,A,nao,1
68.0,95516.26,20.3,50955.44,6.58,0.533,19.8,hipoteca,educacao,B,nao,0
55.0,25697.78,,287336.36,,11.181,5.0,arrendada,habitacao,B,sim,1
28.0,62035.58,4.0,274145.17,30.68,4.419,11.1,,pessoal,D,nao,1
33.0,82885.2,16.3,225685.49,8.48,2.723,15.7,outra,saude,B,nao,0
23.0,77963.69,24.2,171203.74,28.71,2.196,16.2,propria,negocio,B,nao,1
54.0,93258.74,24.4,207704.22,9.45,2.227,4.1,propria,saude,D,nao,1
66.0,55955.42,14.2,83691.8,23.15,1.496,19.4,arrendada,saude,A,nao,0
